model,window_days,threshold,precision,recall
arima,1,5.570672100690954e-09,0.021164021164021163,0.9090909090909091
arima,1,5.577706100809432e-09,0.0211864406779661,0.9090909090909091
arima,1,5.599348800594539e-09,0.021208907741251327,0.9090909090909091
arima,1,5.643137099969886e-09,0.021231422505307854,0.9090909090909091
arima,1,5.6524268000554545e-09,0.021253985122210415,0.9090909090909091
arima,1,5.665478300040383e-09,0.02127659574468085,0.9090909090909091
arima,1,5.671796900197368e-09,0.021299254526091587,0.9090909090909091
arima,1,5.700381500162166e-09,0.021321961620469083,0.9090909090909091
arima,1,5.7091983996296344e-09,0.021344717182497332,0.9090909090909091
arima,1,5.7450907000461404e-09,0.021367521367521368,0.9090909090909091
arima,1,5.761222299574542e-09,0.0213903743315508,0.9090909090909091
arima,1,5.783848100113231e-09,0.021413276231263382,0.9090909090909091
arima,1,5.8068386999884924e-09,0.021436227224008574,0.9090909090909091
arima,1,5.834374599764103e-09,0.02145922746781116,0.9090909090909091
arima,1,5.913755100200868e-09,0.021482277121374866,0.9090909090909091
arima,1,5.9670821998814025e-09,0.021505376344086023,0.9090909090909091
arima,1,5.985227399633863e-09,0.021528525296017224,0.9090909090909091
arima,1,6.0315650000572485e-09,0.021551724137931036,0.9090909090909091
arima,1,6.0428151996139165e-09,0.021574973031283712,0.9090909090909091
arima,1,6.0753113000425185e-09,0.02159827213822894,0.9090909090909091
arima,1,6.1750099998592045e-09,0.021621621621621623,0.9090909090909091
arima,1,6.192959500252171e-09,0.021645021645021644,0.9090909090909091
arima,1,6.200305599675382e-09,0.021668472372697724,0.9090909090909091
arima,1,6.201805799813109e-09,0.021691973969631236,0.9090909090909091
arima,1,6.227497600062859e-09,0.021715526601520086,0.9090909090909091
arima,1,6.244538700364566e-09,0.021739130434782608,0.9090909090909091
arima,1,6.286059300690538e-09,0.02176278563656148,0.9090909090909091
arima,1,6.301332500062429e-09,0.02178649237472767,0.9090909090909091
arima,1,6.3641609005307695e-09,0.021810250817884406,0.9090909090909091
arima,1,6.4448246999554434e-09,0.021834061135371178,0.9090909090909091
arima,1,6.4461086000250364e-09,0.02185792349726776,0.9090909090909091
arima,1,6.4492912997884955e-09,0.02188183807439825,0.9090909090909091
arima,1,6.547647999309569e-09,0.02190580503833516,0.9090909090909091
arima,1,6.555764099983041e-09,0.021929824561403508,0.9090909090909091
arima,1,6.568199100061289e-09,0.021953896816684963,0.9090909090909091
arima,1,6.6424560999159285e-09,0.02197802197802198,0.9090909090909091
arima,1,6.729256400370143e-09,0.022002200220022004,0.9090909090909091
arima,1,6.814294599942483e-09,0.022026431718061675,0.9090909090909091
arima,1,6.825459300183191e-09,0.022050716648291068,0.9090909090909091
arima,1,6.848749000212817e-09,0.02207505518763797,0.9090909090909091
arima,1,6.872030299844012e-09,0.022099447513812154,0.9090909090909091
arima,1,6.880789999406944e-09,0.022123893805309734,0.9090909090909091
arima,1,6.898474499972273e-09,0.0221483942414175,0.9090909090909091
arima,1,6.914818700270997e-09,0.022172949002217297,0.9090909090909091
arima,1,6.951813000255491e-09,0.022197558268590455,0.9090909090909091
arima,1,7.033076899511104e-09,0.022222222222222223,0.9090909090909091
arima,1,7.065064200340032e-09,0.02224694104560623,0.9090909090909091
arima,1,7.1169934997422635e-09,0.022271714922048998,0.9090909090909091
arima,1,7.186635599988611e-09,0.022296544035674472,0.9090909090909091
arima,1,7.228269999909331e-09,0.022321428571428572,0.9090909090909091
arima,1,7.278647199716881e-09,0.0223463687150838,0.9090909090909091
arima,1,7.300741600678451e-09,0.02237136465324385,0.9090909090909091
arima,1,7.334713700117568e-09,0.022396416573348264,0.9090909090909091
arima,1,7.344498000223798e-09,0.02242152466367713,0.9090909090909091
arima,1,7.378908599593725e-09,0.02244668911335578,0.9090909090909091
arima,1,7.491126399750136e-09,0.02247191011235955,0.9090909090909091
arima,1,7.49642199964623e-09,0.02249718785151856,0.9090909090909091
arima,1,7.509770800009918e-09,0.02252252252252252,0.9090909090909091
arima,1,7.542937900152646e-09,0.02254791431792559,0.9090909090909091
arima,1,7.613875200457311e-09,0.022573363431151242,0.9090909090909091
arima,1,7.66522279937315e-09,0.022598870056497175,0.9090909090909091
arima,1,7.756092799265923e-09,0.02262443438914027,0.9090909090909091
arima,1,7.766871100260697e-09,0.022650056625141562,0.9090909090909091
arima,1,7.802635600129282e-09,0.022675736961451247,0.9090909090909091
arima,1,7.817963800643701e-09,0.022701475595913734,0.9090909090909091
arima,1,7.829120900193498e-09,0.022727272727272728,0.9090909090909091
arima,1,7.919106600508263e-09,0.022753128555176336,0.9090909090909091
arima,1,8.009705600164896e-09,0.022779043280182234,0.9090909090909091
arima,1,8.016922899839463e-09,0.02280501710376283,0.9090909090909091
arima,1,8.068832900443024e-09,0.0228310502283105,0.9090909090909091
arima,1,8.089952099714361e-09,0.022857142857142857,0.9090909090909091
arima,1,8.099919400136879e-09,0.02288329519450801,0.9090909090909091
arima,1,8.102364600429124e-09,0.022909507445589918,0.9090909090909091
arima,1,8.174993299490951e-09,0.022935779816513763,0.9090909090909091
arima,1,8.204970700260994e-09,0.022962112514351322,0.9090909090909091
arima,1,8.249427100627538e-09,0.022988505747126436,0.9090909090909091
arima,1,8.280463300279484e-09,0.023014959723820484,0.9090909090909091
arima,1,8.38011449989795e-09,0.02304147465437788,0.9090909090909091
arima,1,8.497191800009574e-09,0.02306805074971165,0.9090909090909091
arima,1,8.66433649999998e-09,0.023094688221709007,0.9090909090909091
arima,1,8.684355199371774e-09,0.023121387283236993,0.9090909090909091
arima,1,8.737167700272053e-09,0.023148148148148147,0.9090909090909091
arima,1,8.743594699829604e-09,0.023174971031286212,0.9090909090909091
arima,1,8.757592200037134e-09,0.02320185614849188,0.9090909090909091
arima,1,8.763147599927246e-09,0.023228803716608595,0.9090909090909091
arima,1,8.815636100452384e-09,0.023255813953488372,0.9090909090909091
arima,1,8.845671700327684e-09,0.023282887077997673,0.9090909090909091
arima,1,8.881736899765681e-09,0.023310023310023312,0.9090909090909091
arima,1,8.970062200831797e-09,0.023337222870478413,0.9090909090909091
arima,1,9.008193299804568e-09,0.02336448598130841,0.9090909090909091
arima,1,9.016557099908453e-09,0.023391812865497075,0.9090909090909091
arima,1,9.186454699369741e-09,0.0234192037470726,0.9090909090909091
arima,1,9.222151199812791e-09,0.023446658851113716,0.9090909090909091
arima,1,9.224622700247652e-09,0.023474178403755867,0.9090909090909091
arima,1,9.229869499770282e-09,0.023501762632197415,0.9090909090909091
arima,1,9.26845379958796e-09,0.023529411764705882,0.9090909090909091
arima,1,9.303826999616792e-09,0.023557126030624265,0.9090909090909091
arima,1,9.31167340022937e-09,0.02358490566037736,0.9090909090909091
arima,1,9.321459899964968e-09,0.023612750885478158,0.9090909090909091
arima,1,9.361034699999216e-09,0.02364066193853428,0.9090909090909091
arima,1,9.396145300190341e-09,0.023668639053254437,0.9090909090909091
arima,1,9.412044600295988e-09,0.023696682464454975,0.9090909090909091
arima,1,9.44129189932308e-09,0.02372479240806643,0.9090909090909091
arima,1,9.451088500353476e-09,0.023752969121140142,0.9090909090909091
arima,1,9.5060328003313e-09,0.023781212841854936,0.9090909090909091
arima,1,9.553762700224844e-09,0.023809523809523808,0.9090909090909091
arima,1,9.575827900586142e-09,0.023837902264600714,0.9090909090909091
arima,1,9.579633500518547e-09,0.02386634844868735,0.9090909090909091
arima,1,9.597190899629517e-09,0.023894862604540025,0.9090909090909091
arima,1,9.618500499547489e-09,0.023923444976076555,0.9090909090909091
arima,1,9.643305500482702e-09,0.023952095808383235,0.9090909090909091
arima,1,9.70676659970554e-09,0.023980815347721823,0.9090909090909091
arima,1,9.716023500506989e-09,0.024009603841536616,0.9090909090909091
arima,1,9.797616800331921e-09,0.02403846153846154,0.9090909090909091
arima,1,9.813647399922742e-09,0.024067388688327317,0.9090909090909091
arima,1,9.828618000203015e-09,0.024096385542168676,0.9090909090909091
arima,1,9.846299599443333e-09,0.024125452352231604,0.9090909090909091
arima,1,9.850589999943482e-09,0.024154589371980676,0.9090909090909091
arima,1,9.869196899818522e-09,0.02418379685610641,0.9090909090909091
arima,1,1.0000572200213886e-08,0.024213075060532687,0.9090909090909091
arima,1,1.0102315300269948e-08,0.024242424242424242,0.9090909090909091
arima,1,1.0112030399654637e-08,0.024271844660194174,0.9090909090909091
arima,1,1.0116397899939678e-08,0.024301336573511544,0.9090909090909091
arima,1,1.0145912100051337e-08,0.024330900243309004,0.9090909090909091
arima,1,1.0183322099628632e-08,0.024360535931790498,0.9090909090909091
arima,1,1.0190840500461096e-08,0.024390243902439025,0.9090909090909091
arima,1,1.0210459499594704e-08,0.02442002442002442,0.9090909090909091
arima,1,1.0278708199688846e-08,0.02444987775061125,0.9090909090909091
arima,1,1.0285832100116745e-08,0.02447980416156671,0.9090909090909091
arima,1,1.0310825200587905e-08,0.024509803921568627,0.9090909090909091
arima,1,1.034792660066508e-08,0.024539877300613498,0.9090909090909091
arima,1,1.0412810999733957e-08,0.02457002457002457,0.9090909090909091
arima,1,1.0431515499488564e-08,0.024600246002460024,0.9090909090909091
arima,1,1.0478969000686513e-08,0.024630541871921183,0.9090909090909091
arima,1,1.0547731799960549e-08,0.02466091245376079,0.9090909090909091
arima,1,1.0582768699557432e-08,0.024691358024691357,0.9090909090909091
arima,1,1.0605648400295598e-08,0.024721878862793572,0.9090909090909091
arima,1,1.066333960020316e-08,0.024752475247524754,0.9090909090909091
arima,1,1.0710939299558853e-08,0.024783147459727387,0.9090909090909091
arima,1,1.0779414000294809e-08,0.02481389578163772,0.9090909090909091
arima,1,1.0780865400059071e-08,0.024844720496894408,0.9090909090909091
arima,1,1.0793851899955352e-08,0.024875621890547265,0.9090909090909091
arima,1,1.0809836799990924e-08,0.024906600249066,0.9090909090909091
arima,1,1.082307880036909e-08,0.02493765586034913,0.9090909090909091
arima,1,1.0841257500233958e-08,0.024968789013732832,0.9090909090909091
arima,1,1.0844771599835544e-08,0.025,0.9090909090909091
arima,1,1.0866754700071536e-08,0.025031289111389236,0.9090909090909091
arima,1,1.0873488500220962e-08,0.02506265664160401,0.9090909090909091
arima,1,1.0874891900186643e-08,0.025094102885821833,0.9090909090909091
arima,1,1.0875816099271962e-08,0.02512562814070352,0.9090909090909091
arima,1,1.088705839976528e-08,0.025157232704402517,0.9090909090909091
arima,1,1.0889197999894296e-08,0.02518891687657431,0.9090909090909091
arima,1,1.1029438199555708e-08,0.025220680958385876,0.9090909090909091
arima,1,1.1052709100387026e-08,0.025252525252525252,0.9090909090909091
arima,1,1.10672767001177e-08,0.025284450063211124,0.9090909090909091
arima,1,1.111953200003124e-08,0.02531645569620253,0.9090909090909091
arima,1,1.1124045499848191e-08,0.025348542458808618,0.9090909090909091
arima,1,1.1147711899417434e-08,0.025380710659898477,0.9090909090909091
arima,1,1.1149153000128422e-08,0.025412960609911054,0.9090909090909091
arima,1,1.1151356300170834e-08,0.02544529262086514,0.9090909090909091
arima,1,1.1212365699959924e-08,0.025477707006369428,0.9090909090909091
arima,1,1.1225113800278352e-08,0.025510204081632654,0.9090909090909091
arima,1,1.1226143199934148e-08,0.02554278416347382,0.9090909090909091
arima,1,1.1227418100258346e-08,0.02557544757033248,0.9090909090909091
arima,1,1.1271089500088094e-08,0.02560819462227913,0.9090909090909091
arima,1,1.127465659982868e-08,0.02564102564102564,0.9090909090909091
arima,1,1.12807292994635e-08,0.025673940949935817,0.9090909090909091
arima,1,1.129378949995402e-08,0.02570694087403599,0.9090909090909091
arima,1,1.1391505100322163e-08,0.02574002574002574,0.9090909090909091
arima,1,1.1429818799757465e-08,0.02577319587628866,0.9090909090909091
arima,1,1.1511310999898217e-08,0.025806451612903226,0.9090909090909091
arima,1,1.15701718995595e-08,0.025839793281653745,0.9090909090909091
arima,1,1.1578247099790218e-08,0.0258732212160414,0.9090909090909091
arima,1,1.1591157699462897e-08,0.025906735751295335,0.9090909090909091
arima,1,1.1622418299474246e-08,0.02594033722438392,0.9090909090909091
